dataset,scale_label,query_name,run_phase,query_scale_phase_id,ablation_variant,availability_status,selected_g_classes,selected_config_count,removed_g_classes,removal_reasons,global_best_config_id,global_best_g_class,global_best_p95,ablation_best_config_id,ablation_best_g_class,ablation_best_p95,top1_preserved,top3_preserved,near_best_preserved,relative_regret,rule_note
ldbc_snb,sf3,IS3_FriendsOfPerson,cold,ldbc_snb::sf3::IS3_FriendsOfPerson::cold,no_depth,available,G0,1,G3,G3:removed_depth_activation_evidence,ldbc_snb_is3_g3_ebc00ba6,G3,0.4706294974312185,ldbc_snb_is3_g0_fc24df68,G0,11.30522929597644,0.0,1.0,0.0,23.021505999267873,Removed depth-sensitive classes. This ablation ignores embedding depth and deep/nested traversal evidence.
ldbc_snb,sf3,IS3_FriendsOfPerson,cold,ldbc_snb::sf3::IS3_FriendsOfPerson::cold,no_relationship_semantics,available,G0,1,G3,G3:removed_semantic_g_class,ldbc_snb_is3_g3_ebc00ba6,G3,0.4706294974312185,ldbc_snb_is3_g0_fc24df68,G0,11.30522929597644,0.0,1.0,0.0,23.021505999267873,"Removed relationship-semantics-driven classes. This ablation ignores association, associative, containment, descriptor, ownership, and subtype signals."
ldbc_snb,sf3,IS3_FriendsOfPerson,cold,ldbc_snb::sf3::IS3_FriendsOfPerson::cold,no_relationship_semantics_no_depth,available,G0,1,G3,G3:removed_semantic_g_class,ldbc_snb_is3_g3_ebc00ba6,G3,0.4706294974312185,ldbc_snb_is3_g0_fc24df68,G0,11.30522929597644,0.0,1.0,0.0,23.021505999267873,Removed both relationship-semantics-driven and depth-sensitive classes. This ablation tests a reduced activation without semantic type or embedding depth.
ldbc_snb,sf3,IS3_FriendsOfPerson,cold,ldbc_snb::sf3::IS3_FriendsOfPerson::cold,no_residual_traversal,available,G0,1,G3,G3:removed_residual_activation_evidence,ldbc_snb_is3_g3_ebc00ba6,G3,0.4706294974312185,ldbc_snb_is3_g0_fc24df68,G0,11.30522929597644,0.0,1.0,0.0,23.021505999267873,"Removed residual-traversal/reduction-sensitive classes. This ablation ignores Re, DeltaR, and DeltaRratio as activation evidence."
ldbc_snb,sf3,IS3_FriendsOfPerson,cold,ldbc_snb::sf3::IS3_FriendsOfPerson::cold,no_sharedness,available,G0,1,G3,G3:removed_sharedness_activation_evidence,ldbc_snb_is3_g3_ebc00ba6,G3,0.4706294974312185,ldbc_snb_is3_g0_fc24df68,G0,11.30522929597644,0.0,1.0,0.0,23.021505999267873,Removed sharedness-sensitive classes. This ablation ignores observed sharedness pressure.
ldbc_snb,sf3,IS3_FriendsOfPerson,cold,ldbc_snb::sf3::IS3_FriendsOfPerson::cold,no_update_volatility,available,G0,1,G3,G3:removed_update_activation_evidence,ldbc_snb_is3_g3_ebc00ba6,G3,0.4706294974312185,ldbc_snb_is3_g0_fc24df68,G0,11.30522929597644,0.0,1.0,0.0,23.021505999267873,Removed update/volatility-sensitive classes. This ablation ignores write pressure and update volatility.
ldbc_snb,sf1,IS3_FriendsOfPerson,cold,ldbc_snb::sf1::IS3_FriendsOfPerson::cold,no_depth,available,G0,1,G3,G3:removed_depth_activation_evidence,ldbc_snb_is3_g3_ebc00ba6,G3,0.6602232344448566,ldbc_snb_is3_g0_fc24df68,G0,12.030043220147467,0.0,1.0,0.0,17.22117519124093,Removed depth-sensitive classes. This ablation ignores embedding depth and deep/nested traversal evidence.
ldbc_snb,sf1,IS3_FriendsOfPerson,cold,ldbc_snb::sf1::IS3_FriendsOfPerson::cold,no_relationship_semantics,available,G0,1,G3,G3:removed_semantic_g_class,ldbc_snb_is3_g3_ebc00ba6,G3,0.6602232344448566,ldbc_snb_is3_g0_fc24df68,G0,12.030043220147467,0.0,1.0,0.0,17.22117519124093,"Removed relationship-semantics-driven classes. This ablation ignores association, associative, containment, descriptor, ownership, and subtype signals."
ldbc_snb,sf1,IS3_FriendsOfPerson,cold,ldbc_snb::sf1::IS3_FriendsOfPerson::cold,no_relationship_semantics_no_depth,available,G0,1,G3,G3:removed_semantic_g_class,ldbc_snb_is3_g3_ebc00ba6,G3,0.6602232344448566,ldbc_snb_is3_g0_fc24df68,G0,12.030043220147467,0.0,1.0,0.0,17.22117519124093,Removed both relationship-semantics-driven and depth-sensitive classes. This ablation tests a reduced activation without semantic type or embedding depth.
ldbc_snb,sf1,IS3_FriendsOfPerson,cold,ldbc_snb::sf1::IS3_FriendsOfPerson::cold,no_residual_traversal,available,G0,1,G3,G3:removed_residual_activation_evidence,ldbc_snb_is3_g3_ebc00ba6,G3,0.6602232344448566,ldbc_snb_is3_g0_fc24df68,G0,12.030043220147467,0.0,1.0,0.0,17.22117519124093,"Removed residual-traversal/reduction-sensitive classes. This ablation ignores Re, DeltaR, and DeltaRratio as activation evidence."
ldbc_snb,sf1,IS3_FriendsOfPerson,cold,ldbc_snb::sf1::IS3_FriendsOfPerson::cold,no_sharedness,available,G0,1,G3,G3:removed_sharedness_activation_evidence,ldbc_snb_is3_g3_ebc00ba6,G3,0.6602232344448566,ldbc_snb_is3_g0_fc24df68,G0,12.030043220147467,0.0,1.0,0.0,17.22117519124093,Removed sharedness-sensitive classes. This ablation ignores observed sharedness pressure.
ldbc_snb,sf1,IS3_FriendsOfPerson,cold,ldbc_snb::sf1::IS3_FriendsOfPerson::cold,no_update_volatility,available,G0,1,G3,G3:removed_update_activation_evidence,ldbc_snb_is3_g3_ebc00ba6,G3,0.6602232344448566,ldbc_snb_is3_g0_fc24df68,G0,12.030043220147467,0.0,1.0,0.0,17.22117519124093,Removed update/volatility-sensitive classes. This ablation ignores write pressure and update volatility.
ldbc_snb,sf1,IC7_RecentLikers,cold,ldbc_snb::sf1::IC7_RecentLikers::cold,no_relationship_semantics,available,G0,1,G3|G4|G6,G3:removed_semantic_g_class; G4:removed_semantic_activation_evidence; G6:removed_semantic_g_class,ldbc_snb_ic7_g3_d6d26f02,G3,1.4170985901728272,ldbc_snb_ic7_g0_39cfc8f6,G0,24.50218310113993,0.0,0.0,0.0,16.290387042267596,"Removed relationship-semantics-driven classes. This ablation ignores association, associative, containment, descriptor, ownership, and subtype signals."
ldbc_snb,sf1,IC7_RecentLikers,cold,ldbc_snb::sf1::IC7_RecentLikers::cold,no_relationship_semantics_no_depth,available,G0,1,G3|G4|G6,G3:removed_semantic_g_class; G4:removed_semantic_activation_evidence; G6:removed_semantic_g_class,ldbc_snb_ic7_g3_d6d26f02,G3,1.4170985901728272,ldbc_snb_ic7_g0_39cfc8f6,G0,24.50218310113993,0.0,0.0,0.0,16.290387042267596,Removed both relationship-semantics-driven and depth-sensitive classes. This ablation tests a reduced activation without semantic type or embedding depth.
ldbc_snb,sf3,IC7_RecentLikers,cold,ldbc_snb::sf3::IC7_RecentLikers::cold,no_relationship_semantics,available,G0,1,G3|G4|G6,G3:removed_semantic_g_class; G4:removed_semantic_activation_evidence; G6:removed_semantic_g_class,ldbc_snb_ic7_g3_d6d26f02,G3,3.804086404852569,ldbc_snb_ic7_g0_39cfc8f6,G0,64.21009111218149,0.0,0.0,0.0,15.879240973673417,"Removed relationship-semantics-driven classes. This ablation ignores association, associative, containment, descriptor, ownership, and subtype signals."
ldbc_snb,sf3,IC7_RecentLikers,cold,ldbc_snb::sf3::IC7_RecentLikers::cold,no_relationship_semantics_no_depth,available,G0,1,G3|G4|G6,G3:removed_semantic_g_class; G4:removed_semantic_activation_evidence; G6:removed_semantic_g_class,ldbc_snb_ic7_g3_d6d26f02,G3,3.804086404852569,ldbc_snb_ic7_g0_39cfc8f6,G0,64.21009111218149,0.0,0.0,0.0,15.879240973673417,Removed both relationship-semantics-driven and depth-sensitive classes. This ablation tests a reduced activation without semantic type or embedding depth.
ldbc_snb,sf3,INS1_AddPerson,cold,ldbc_snb::sf3::INS1_AddPerson::cold,no_depth,available,G0,1,G3,G3:removed_depth_activation_evidence,ldbc_snb_ins1_g3_10a467d5,G3,1.4482467668130994,ldbc_snb_ins1_g0_ffbfd07e,G0,23.824602831155016,0.0,1.0,0.0,15.450651489166868,Removed depth-sensitive classes. This ablation ignores embedding depth and deep/nested traversal evidence.
ldbc_snb,sf3,INS1_AddPerson,cold,ldbc_snb::sf3::INS1_AddPerson::cold,no_relationship_semantics,available,G0,1,G3,G3:removed_semantic_g_class,ldbc_snb_ins1_g3_10a467d5,G3,1.4482467668130994,ldbc_snb_ins1_g0_ffbfd07e,G0,23.824602831155016,0.0,1.0,0.0,15.450651489166868,"Removed relationship-semantics-driven classes. This ablation ignores association, associative, containment, descriptor, ownership, and subtype signals."
ldbc_snb,sf3,INS1_AddPerson,cold,ldbc_snb::sf3::INS1_AddPerson::cold,no_relationship_semantics_no_depth,available,G0,1,G3,G3:removed_semantic_g_class,ldbc_snb_ins1_g3_10a467d5,G3,1.4482467668130994,ldbc_snb_ins1_g0_ffbfd07e,G0,23.824602831155016,0.0,1.0,0.0,15.450651489166868,Removed both relationship-semantics-driven and depth-sensitive classes. This ablation tests a reduced activation without semantic type or embedding depth.
ldbc_snb,sf3,INS1_AddPerson,cold,ldbc_snb::sf3::INS1_AddPerson::cold,no_residual_traversal,available,G0,1,G3,G3:removed_residual_activation_evidence,ldbc_snb_ins1_g3_10a467d5,G3,1.4482467668130994,ldbc_snb_ins1_g0_ffbfd07e,G0,23.824602831155016,0.0,1.0,0.0,15.450651489166868,"Removed residual-traversal/reduction-sensitive classes. This ablation ignores Re, DeltaR, and DeltaRratio as activation evidence."
ldbc_snb,sf3,INS1_AddPerson,cold,ldbc_snb::sf3::INS1_AddPerson::cold,no_sharedness,available,G0,1,G3,G3:removed_sharedness_activation_evidence,ldbc_snb_ins1_g3_10a467d5,G3,1.4482467668130994,ldbc_snb_ins1_g0_ffbfd07e,G0,23.824602831155016,0.0,1.0,0.0,15.450651489166868,Removed sharedness-sensitive classes. This ablation ignores observed sharedness pressure.
ldbc_snb,sf3,INS1_AddPerson,cold,ldbc_snb::sf3::INS1_AddPerson::cold,no_update_volatility,available,G0,1,G3,G3:removed_update_activation_evidence,ldbc_snb_ins1_g3_10a467d5,G3,1.4482467668130994,ldbc_snb_ins1_g0_ffbfd07e,G0,23.824602831155016,0.0,1.0,0.0,15.450651489166868,Removed update/volatility-sensitive classes. This ablation ignores write pressure and update volatility.
ldbc_snb,sf0.1,IC7_RecentLikers,cold,ldbc_snb::sf0.1::IC7_RecentLikers::cold,no_relationship_semantics,available,G0,1,G3|G4|G6,G3:removed_semantic_g_class; G4:removed_semantic_activation_evidence; G6:removed_semantic_g_class,ldbc_snb_ic7_g3_d6d26f02,G3,0.9056065464392304,ldbc_snb_ic7_g0_39cfc8f6,G0,12.73994755465536,0.0,0.0,0.0,13.067861594803807,"Removed relationship-semantics-driven classes. This ablation ignores association, associative, containment, descriptor, ownership, and subtype signals."
ldbc_snb,sf0.1,IC7_RecentLikers,cold,ldbc_snb::sf0.1::IC7_RecentLikers::cold,no_relationship_semantics_no_depth,available,G0,1,G3|G4|G6,G3:removed_semantic_g_class; G4:removed_semantic_activation_evidence; G6:removed_semantic_g_class,ldbc_snb_ic7_g3_d6d26f02,G3,0.9056065464392304,ldbc_snb_ic7_g0_39cfc8f6,G0,12.73994755465536,0.0,0.0,0.0,13.067861594803807,Removed both relationship-semantics-driven and depth-sensitive classes. This ablation tests a reduced activation without semantic type or embedding depth.
ldbc_snb,sf3,IS1_ProfileOfPerson,cold,ldbc_snb::sf3::IS1_ProfileOfPerson::cold,no_depth,available,G0,1,G3,G3:removed_depth_activation_evidence,ldbc_snb_is1_g3_6c817501,G3,0.4110244568437337,ldbc_snb_is1_g0_edd90ee3,G0,4.916685400530688,0.0,1.0,0.0,10.962026392020633,Removed depth-sensitive classes. This ablation ignores embedding depth and deep/nested traversal evidence.
ldbc_snb,sf3,IS1_ProfileOfPerson,cold,ldbc_snb::sf3::IS1_ProfileOfPerson::cold,no_relationship_semantics,available,G0,1,G3,G3:removed_semantic_g_class,ldbc_snb_is1_g3_6c817501,G3,0.4110244568437337,ldbc_snb_is1_g0_edd90ee3,G0,4.916685400530688,0.0,1.0,0.0,10.962026392020633,"Removed relationship-semantics-driven classes. This ablation ignores association, associative, containment, descriptor, ownership, and subtype signals."
ldbc_snb,sf3,IS1_ProfileOfPerson,cold,ldbc_snb::sf3::IS1_ProfileOfPerson::cold,no_relationship_semantics_no_depth,available,G0,1,G3,G3:removed_semantic_g_class,ldbc_snb_is1_g3_6c817501,G3,0.4110244568437337,ldbc_snb_is1_g0_edd90ee3,G0,4.916685400530688,0.0,1.0,0.0,10.962026392020633,Removed both relationship-semantics-driven and depth-sensitive classes. This ablation tests a reduced activation without semantic type or embedding depth.
ldbc_snb,sf3,IS1_ProfileOfPerson,cold,ldbc_snb::sf3::IS1_ProfileOfPerson::cold,no_residual_traversal,available,G0,1,G3,G3:removed_residual_activation_evidence,ldbc_snb_is1_g3_6c817501,G3,0.4110244568437337,ldbc_snb_is1_g0_edd90ee3,G0,4.916685400530688,0.0,1.0,0.0,10.962026392020633,"Removed residual-traversal/reduction-sensitive classes. This ablation ignores Re, DeltaR, and DeltaRratio as activation evidence."
ldbc_snb,sf3,IS1_ProfileOfPerson,cold,ldbc_snb::sf3::IS1_ProfileOfPerson::cold,no_sharedness,available,G0,1,G3,G3:removed_sharedness_activation_evidence,ldbc_snb_is1_g3_6c817501,G3,0.4110244568437337,ldbc_snb_is1_g0_edd90ee3,G0,4.916685400530688,0.0,1.0,0.0,10.962026392020633,Removed sharedness-sensitive classes. This ablation ignores observed sharedness pressure.
ldbc_snb,sf3,IS1_ProfileOfPerson,cold,ldbc_snb::sf3::IS1_ProfileOfPerson::cold,no_update_volatility,available,G0,1,G3,G3:removed_update_activation_evidence,ldbc_snb_is1_g3_6c817501,G3,0.4110244568437337,ldbc_snb_is1_g0_edd90ee3,G0,4.916685400530688,0.0,1.0,0.0,10.962026392020633,Removed update/volatility-sensitive classes. This ablation ignores write pressure and update volatility.
ldbc_snb,sf3,IS5_CreatorOfMessage,cold,ldbc_snb::sf3::IS5_CreatorOfMessage::cold,no_depth,available,G0,1,G3,G3:removed_depth_activation_evidence,ldbc_snb_is5_g3_f332352f,G3,0.6194967543706297,ldbc_snb_is5_g0_0e8582ef,G0,6.690113269723941,0.0,1.0,0.0,9.799270896133558,Removed depth-sensitive classes. This ablation ignores embedding depth and deep/nested traversal evidence.
ldbc_snb,sf3,IS5_CreatorOfMessage,cold,ldbc_snb::sf3::IS5_CreatorOfMessage::cold,no_relationship_semantics,available,G0,1,G3,G3:removed_semantic_g_class,ldbc_snb_is5_g3_f332352f,G3,0.6194967543706297,ldbc_snb_is5_g0_0e8582ef,G0,6.690113269723941,0.0,1.0,0.0,9.799270896133558,"Removed relationship-semantics-driven classes. This ablation ignores association, associative, containment, descriptor, ownership, and subtype signals."
ldbc_snb,sf3,IS5_CreatorOfMessage,cold,ldbc_snb::sf3::IS5_CreatorOfMessage::cold,no_relationship_semantics_no_depth,available,G0,1,G3,G3:removed_semantic_g_class,ldbc_snb_is5_g3_f332352f,G3,0.6194967543706297,ldbc_snb_is5_g0_0e8582ef,G0,6.690113269723941,0.0,1.0,0.0,9.799270896133558,Removed both relationship-semantics-driven and depth-sensitive classes. This ablation tests a reduced activation without semantic type or embedding depth.
ldbc_snb,sf3,IS5_CreatorOfMessage,cold,ldbc_snb::sf3::IS5_CreatorOfMessage::cold,no_residual_traversal,available,G0,1,G3,G3:removed_residual_activation_evidence,ldbc_snb_is5_g3_f332352f,G3,0.6194967543706297,ldbc_snb_is5_g0_0e8582ef,G0,6.690113269723941,0.0,1.0,0.0,9.799270896133558,"Removed residual-traversal/reduction-sensitive classes. This ablation ignores Re, DeltaR, and DeltaRratio as activation evidence."
